,size,html_len,number_of_links,number_of_buttons,number_of_inputs,number_of_ul,number_of_ol,number_of_lists,number_of_h1,number_of_h2,total_h1_len,total_h2_len,avg_h1_len,avg_h2_len,number_of_images,number_of_tags,number_of_unique_tags,textdata
216,374508,62405,139,3,11,3,0,3,1,1,53,8,53.0,8.0,55,628,32,bucs take it to last strike in 41 neversaydie win comments
217,354312,59039,137,3,11,2,0,2,1,1,98,8,98.0,8.0,53,599,30,equifax hack is this how they roll out the implantable rfid chip to every person in usa or world comments
218,396912,66139,144,3,11,2,0,2,1,1,48,8,48.0,8.0,56,636,32,chicago bears receiving core struggling early on comments
219,402720,67107,148,3,11,2,0,2,1,1,33,8,33.0,8.0,53,639,33,restructures for several veterans comments
220,221724,36941,42,0,5,2,0,2,2,1,67,29,33.5,29.0,13,287,30,5 of the worst plastic surgeries you have ever seen 5 of the worst plastic surgeries you have ever seen post navigation subscribe to our mailing list
221,380748,63445,157,3,11,2,0,2,1,1,82,8,82.0,8.0,53,639,31,bullpen notes september 25 2017 barraclough gets save familia’s outlook more comments
222,381054,63496,140,3,11,2,0,2,1,1,106,8,106.0,8.0,54,638,32,rising rock ‘n’ roll band dynamos unleash their lead single “shake rattle and roll” available 101317 comments
223,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
224,372852,62129,144,3,11,2,0,2,1,1,56,8,56.0,8.0,54,623,33,new york cable provider altice will have the acc network comments
225,363342,60544,140,3,11,2,0,2,1,1,77,8,77.0,8.0,53,609,30,yankees take american league wildcard game will face cleveland indians next comments
226,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
227,404454,67396,140,3,11,6,0,6,1,1,92,8,92.0,8.0,56,648,32,930 trspnc era 3000 for roberto 79 clincher hbd bryan cover boy scoops game stories comments
228,392658,65430,140,3,11,6,0,6,1,1,101,8,101.0,8.0,56,636,32,925 happenings bucs clinch in 60 nh gm hbd dave dick tony vanimal wilson williams records comments
229,381114,63506,139,3,11,5,0,5,1,1,98,8,98.0,8.0,55,630,32,930 expo parkforbes field era temple cup 08 race mo bros kiner wallops herman deal k mart comments
230,358680,59767,136,3,11,2,0,2,1,1,41,8,41.0,8.0,53,597,31,tubby boy x telboy oh so real out now comments
231,274027,54790,146,3,11,2,0,2,1,1,50,8,50.0,8.0,54,621,32,around the acc blogosphere for september 21 2017 comments
232,292532,58491,147,3,11,2,0,2,1,1,45,8,45.0,8.0,57,659,32,50 the inspirational journey of aaron judge comments
233,298777,59740,140,3,11,6,0,6,1,1,86,8,86.0,8.0,56,644,32,101 trspnc era wildcard win trs closes freddy takes crown lockes 1st win more comments
234,258962,51777,139,3,11,2,0,2,1,1,29,8,29.0,8.0,54,603,30,secrets of the super elements comments
235,444450,74062,149,3,11,5,0,5,1,2,88,76,88.0,38.0,53,800,33,raiders throw game to punish qb who wouldn’t protest trump – where is roger goodell now september 29 2017 alex thomas the daily sheeple 123728 views comments
236,351696,58603,138,3,11,2,0,2,1,1,60,8,60.0,8.0,54,603,30,is the tech industry fighting white supremacy or fueling it comments
237,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
238,369576,61583,144,3,11,2,0,2,1,1,64,8,64.0,8.0,57,622,31,jets release tight end will tye practice squad rb marcus murphy comments
239,351378,58550,138,3,11,2,0,2,1,1,67,8,67.0,8.0,54,603,30,dove ad shows black woman miraculously transform into a white woman comments
240,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
241,352614,58756,138,3,11,2,0,2,1,1,59,8,59.0,8.0,54,603,30,senators eviscerate wells fargo ceo over fake accounts scam comments
242,288242,57633,140,3,11,6,0,6,1,1,83,8,83.0,8.0,56,643,32,107 chuck axed hbd brickyard adam moonlight ace chuck as season finales comments
243,356940,59477,139,3,11,2,0,2,1,1,21,8,21.0,8.0,53,613,30,nfl marketing machine comments
244,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
245,351588,58585,138,3,11,2,0,2,1,1,66,8,66.0,8.0,54,603,30,meet the racist gop candidate on a ‘special assignment’ from trump comments
246,375150,62512,139,3,11,3,0,3,1,1,65,8,65.0,8.0,54,641,34,the ditch list is it to cut these three struggling running backs comments
247,253632,50711,136,3,11,2,0,2,1,1,55,8,55.0,8.0,53,597,30,president trump says las vegas shooting live updates comments
248,294872,58959,144,3,11,2,0,2,1,1,48,8,48.0,8.0,56,636,32,chicago bears receiving core struggling early on comments
249,385974,64316,144,3,15,3,0,3,3,1,723,8,241.0,8.0,64,654,33,fema is a front for a depop program fema ships reports from after ai hurricane harvey video fema is a front for a depop program fema ships reports from after ai hurricane harveyampampltstrongampampgtampamplta relquotnofollowquot hrefquothttpsyoutube2undnvkcogquotampampgtampampampamplta relquotnofollowquot hrefquothttpsyoutube2undnvkcogquotampampampampgtampampampampltaampampampampgt ampampampampltpampampampampgtampampampampltstrongampampampampgtanonymous harvey femaampampampampltstrongampampampampgtampampampampltpampampampampgtampampltaampampgtampampltstrongampampgt comments
250,351954,58646,138,3,11,2,0,2,1,1,66,8,66.0,8.0,54,603,30,trump’s failed golf course cost puerto rican taxpayers 33 million comments
251,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
252,376866,62798,139,3,11,3,1,4,1,1,81,8,81.0,8.0,54,645,35,week 5 rankings 2017 top 25 quarterbacks newtonwilson return to top 5 more comments
253,351540,58577,138,3,11,2,0,2,1,1,49,8,49.0,8.0,54,603,30,social experiment show police is rife with racism comments
254,395436,65893,145,3,11,2,0,2,1,1,128,8,128.0,8.0,53,664,32,vendange carmel inn and suites announces new winethemed room in partnership with awardwinning soledadbased carmel road winery comments
255,388776,64783,146,3,11,2,0,2,1,1,42,8,42.0,8.0,61,672,31,what cst thinks about bengalsbrowns today comments
256,278152,55615,140,3,11,2,0,2,1,1,114,8,114.0,8.0,54,638,32,rising rock ânâ roll band dynamos unleash their lead single âshake rattle and rollâ available 101317 comments
257,359922,59974,140,3,11,2,0,2,1,1,73,8,73.0,8.0,53,609,30,americans for prosperity pressures dems to support tax reform with new ad comments
258,377304,62871,152,3,11,3,0,3,1,1,43,8,43.0,8.0,59,677,30,2017 fantasy football idp rankings – week 5 comments
259,300082,60001,140,3,11,6,0,6,1,1,119,8,119.0,8.0,56,638,32,928 through the 40s the gloaming hbd bill lou cy the third everett cy leon buck clarke honoredtiny 2hitter comments
260,365370,60882,136,3,11,2,0,2,1,1,70,8,70.0,8.0,53,596,31,missing link music signs bluegrass songwriter of the year daryl mosley comments
261,347808,57955,136,3,11,2,0,2,1,1,74,8,74.0,8.0,53,597,30,this is an american warning we are headed for rough times david robertson comments
262,401298,66870,140,3,11,3,1,4,1,1,45,8,45.0,8.0,54,687,33,week 4 rankings 2017 top 50 wide receivers comments
263,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
264,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
265,379584,63251,137,3,11,2,0,2,1,1,26,8,26.0,8.0,53,644,32,gotw preston v sunderland comments
266,351024,58491,138,3,11,2,0,2,1,1,49,8,49.0,8.0,54,603,30,hundreds injured as police shut down catalan vote comments
267,351318,58540,138,3,11,2,0,2,1,1,54,8,54.0,8.0,54,603,30,teen suspended for sitting during pledge of allegiance comments
268,351174,58516,138,3,11,2,0,2,1,1,66,8,66.0,8.0,54,603,30,snl michael che calls trump “you btch” over puerto rico response comments
269,377580,62917,139,3,11,4,0,4,1,1,56,8,56.0,8.0,55,634,32,friday pirates at nats cole v strasburg lineup notes comments
270,369228,61525,137,3,11,2,0,2,1,1,48,8,48.0,8.0,53,598,31,roger darcy releases new album house of heads comments
271,113532,18909,48,1,2,5,0,5,2,0,105,0,52.5,0.0,7,192,24,we cant find that page yet feel free to let us know about it maybe we have what youre looking for here
272,232014,38656,42,0,5,2,0,2,2,1,98,29,49.0,29.0,13,298,32,mother accused of killing newborn and living with the dead babys body for 3 months mother accused of killing newborn and living with the dead baby’s body for 3 months post navigation subscribe to our mailing list
273,257197,51424,138,3,11,2,0,2,1,1,60,8,60.0,8.0,54,603,30,will security measures change in response to mass shootings comments
274,351774,58616,138,3,11,2,0,2,1,1,63,8,63.0,8.0,54,603,30,carmen cruz mayor of san juan is a “godsend” for puerto ricans comments
275,386184,64351,143,3,11,2,0,2,1,1,74,8,74.0,8.0,55,637,31,red lobster customer makes bomb joke to hostess guess what she brings him comments
276,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
277,357167,71418,165,3,11,2,0,2,1,1,54,8,54.0,8.0,66,784,33,if the yanks do these things they can beat the tribe comments
278,256752,51335,138,3,11,2,0,2,1,1,65,8,65.0,8.0,54,603,30,trump is so busy bashing nfl he forgot to hire a science adviser comments
279,279162,55817,139,3,11,5,0,5,1,1,85,8,85.0,8.0,55,630,32,105 trspnc park bucs win in 71 79 lose four playoffs dang reds tracy fired comments
280,362748,60445,139,3,13,3,0,3,1,1,26,8,26.0,8.0,59,627,32,amazing f16 night takeoff comments
281,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
282,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
283,378882,63134,142,3,13,4,0,4,1,1,72,8,72.0,8.0,59,661,34,preorder the rotoprofessor 2018 fantasy baseball draft guide for 625 comments
284,278362,55657,142,3,13,4,0,4,1,1,72,8,72.0,8.0,59,661,34,preorder the rotoprofessor 2018 fantasy baseball draft guide for 625 comments
285,376224,62691,145,3,11,2,0,2,1,1,67,8,67.0,8.0,54,648,33,buy ‘em or deny ‘em is now the time to move on from mike gilislee comments
286,399048,66495,140,3,11,5,0,5,1,1,92,8,92.0,8.0,54,700,32,thursday night start ‘em or sit ‘em week 4 randall cobb jordan howard tarik cohen more comments
287,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
288,357114,59506,140,3,11,2,0,2,1,1,73,8,73.0,8.0,53,609,30,president trump and the first lady lead a moment of silence for las vegas comments
289,254166,42348,56,0,5,2,0,2,2,1,112,29,56.0,29.0,24,331,29,this abandoned village shows what would happen if humans didnt exist its hauntingly beautiful this abandoned village shows what would happen if human’s didn’t exist it’s hauntingly beautiful post navigation subscribe to our mailing list
290,414828,69125,141,3,11,2,0,2,1,1,37,8,37.0,8.0,55,675,33,doesn’t pay to be ordinary on defense comments
291,383802,63954,143,3,11,2,0,2,1,1,41,8,41.0,8.0,57,632,31,monday morning thoughts jets top jaguars comments
292,373668,62265,146,3,11,3,0,3,1,1,53,8,53.0,8.0,59,673,30,2017 fantasy football wide receiver rankings – week 4 comments
293,408288,68035,144,3,11,2,0,2,1,1,42,8,42.0,8.0,55,787,31,relaxing into the original style of karate comments
294,374760,62447,144,3,11,2,0,2,1,1,59,8,59.0,8.0,54,628,33,louisville’s first move should be to let go of rick pitino comments
295,288057,57596,146,3,11,2,0,2,1,1,42,8,42.0,8.0,61,672,31,what cst thinks about bengalsbrowns today comments
296,412572,68749,152,3,11,2,0,2,1,1,29,8,29.0,8.0,54,650,32,coaching staff failing ravens comments
297,351660,58597,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,egypt qualifies for world cup in 27 years amidst political instability comments
298,379380,63217,140,3,11,5,0,5,1,1,43,8,43.0,8.0,54,663,35,preseasonblackhawks at boston42 loss recap comments
299,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
300,369438,61560,140,3,11,2,0,2,1,1,47,8,47.0,8.0,54,614,32,florida state’s season is in a heap of trouble comments
301,393402,65554,146,3,15,3,0,3,1,1,80,8,80.0,8.0,69,661,32,miami dolphins kneelers crap all over america on foreign soil in london nfl game comments
302,466212,77689,150,3,15,4,0,4,1,1,104,8,104.0,8.0,67,738,35,las vegas american psyop fbi isis connection final conclusions by jim stone freelance reporter video comments
303,395838,65960,145,3,15,3,0,3,1,1,101,8,101.0,8.0,64,676,33,what happened in vegas will not stay in vegas 16 questions left unanswered that the media ignores comments
304,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
305,274882,54961,144,3,11,2,0,2,1,1,56,8,56.0,8.0,54,623,33,new york cable provider altice will have the acc network comments
306,359130,59842,145,3,11,2,0,2,1,1,63,8,63.0,8.0,56,613,30,antonio brown tweets out apology for ‘noise’ and ‘distractions’ comments
307,330737,66132,157,3,11,2,0,2,1,1,61,8,61.0,8.0,71,679,32,passing game film review â good mccown â week 4 jaguars comments
308,380250,63362,145,3,11,3,0,3,1,1,60,8,60.0,8.0,56,631,31,week 4 prediction article – oakland raiders denver broncos comments
309,351162,58514,138,3,11,2,0,2,1,1,62,8,62.0,8.0,54,603,30,chinese police orders uyghur muslims to hand in the holy quran comments
310,382242,63694,139,3,11,5,0,5,1,1,110,8,110.0,8.0,55,630,32,105 expo parkforbes field bucs win 60 opener lose 27 puds 300 hbd claude felix sarge grays win ws comments
311,385488,64235,139,3,11,5,0,5,1,1,82,8,82.0,8.0,55,631,32,108 postseason ws wins in 09 25 losses in 03 27 60 1of3 in playoffs comments
312,351690,58602,138,3,11,2,0,2,1,1,68,8,68.0,8.0,54,603,30,nfl fans are setting fire to their jerseys in response to takeaknee comments
313,2163,422,0,0,0,0,0,0,1,0,19,0,19.0,0.0,0,10,8,error 403 forbidden
314,378984,63151,139,3,11,4,0,4,1,1,62,8,62.0,8.0,55,636,32,thursday pirates at nats nova v edwin jackson lineup notes comments
315,377178,62850,143,3,13,3,0,3,1,1,63,8,63.0,8.0,59,636,32,cubs win survive firethrowing strasburg to grab 10 nlds lead comments
316,256477,51280,138,3,11,2,0,2,1,1,59,8,59.0,8.0,54,603,30,video shows utah cop fatally shooting black man from behind comments
317,298777,59740,140,3,11,6,0,6,1,1,86,8,86.0,8.0,56,644,32,101 trspnc era wildcard win trs closes freddy takes crown lockes 1st win more comments
318,347802,57954,136,3,11,2,0,2,1,1,69,8,69.0,8.0,53,598,30,two historians claim the ancient egyptians did not build the pyramids comments
319,351252,58529,138,3,11,2,0,2,1,1,58,8,58.0,8.0,54,603,30,huge gas explosion sends giant fireball in ghana’s capital comments
320,260707,52126,141,3,11,2,0,2,1,1,33,8,33.0,8.0,53,610,30,bloody luck – af branco cartoon comments
321,350718,58440,138,3,11,2,0,2,1,1,55,8,55.0,8.0,54,603,30,melania and donald think the white house is like a jail comments
322,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
323,492972,82149,168,3,31,6,0,6,1,1,68,8,68.0,8.0,106,825,32,trump is preparing to kill kim jongun oh my god breaking news tv comments
324,398214,66356,138,3,11,2,0,2,1,1,31,8,31.0,8.0,56,662,32,what is the perfect golf swing comments
325,351990,58652,138,3,11,2,0,2,1,1,67,8,67.0,8.0,54,603,30,trump isnt rushing to save puerto ricans because they arent white comments
326,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
327,405702,67604,157,3,11,2,0,2,1,1,43,8,43.0,8.0,59,675,33,yankees have new weapons for postseason run comments
328,337296,56203,63,0,5,2,0,2,2,1,113,29,56.5,29.0,13,342,30,how the italian german and irish were treated as immigrants the largest mass lynching in us history took place in 1891 and it wasnt africanamericans if you’re italian german or irishamerican this is how your ancestors were treated as immigrants post navigation subscribe to our mailing list
329,351666,58598,139,3,11,2,0,2,1,1,8,8,8.0,8.0,53,602,30,34 yards comments
330,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
331,367920,61307,145,3,11,2,0,2,1,1,75,8,75.0,8.0,57,632,32,lions rookie lb jarrad davis on the practice field after missing week three comments
332,418020,69657,151,3,13,3,0,3,1,1,68,8,68.0,8.0,66,703,33,the chicago bears versus the green bay packers quick injury analysis comments
333,273777,54740,150,3,11,3,0,3,1,1,48,8,48.0,8.0,59,658,30,2017 fantasy football kicker rankings â week 5 comments
334,390342,65044,149,3,11,2,0,2,1,1,24,8,24.0,8.0,53,630,30,avoiding another debacle comments
335,398004,66321,140,3,11,6,0,6,1,1,114,8,114.0,8.0,56,635,32,104 expo parkforbes field era 08 to the wire hbd jim red joe billy 103 wins in 02 running into trouble comments
336,571284,95201,177,3,27,6,0,6,3,1,103,8,34.333333333333336,8.0,97,877,37,las vegas mass shooting false flag psyop and black op to distract deep state is getting very desperate comments
337,405990,67652,148,3,11,2,0,2,1,1,36,8,36.0,8.0,59,674,32,sometimes you need to send a message comments
338,360456,60063,138,3,11,2,0,2,1,1,15,8,15.0,8.0,54,605,30,tournament time comments
339,351558,58580,138,3,11,2,0,2,1,1,66,8,66.0,8.0,54,603,30,8yearold hammered to death while protecting sister from molester comments
340,374466,62398,151,3,11,3,0,3,1,1,38,8,38.0,8.0,59,664,30,2017 fantasy football week 5 sleepers comments
341,1037742,172944,279,3,71,15,0,15,2,2,145,96,72.5,48.0,216,1589,39,las vegas sacrifice the incredible back story designed to cover up the shocking truth why patsy stephen paddock was set up to be a mass murderer mandalay bay resort was the setting for another ‘fast furious’ type operation gone bad comments
342,401850,66962,140,3,11,6,0,6,1,1,94,8,94.0,8.0,56,646,32,102 games bucs clinch in 74 boston evens ws goose teke at 72 triplebill game stories comments
343,257172,51419,138,3,11,2,0,2,1,1,59,8,59.0,8.0,54,603,30,cam newton laughs at female reporter talking about football comments
344,863,162,0,0,0,0,0,0,1,0,13,0,13.0,0.0,0,8,7,403 forbidden
345,350970,58482,138,3,11,2,0,2,1,1,64,8,64.0,8.0,54,603,30,air france a380 with engine damage makes emergency landing video comments
346,362616,60423,140,3,11,2,0,2,1,1,45,8,45.0,8.0,53,609,30,nbc doubles down on tillerson quitting report comments
347,495240,82527,168,3,27,4,0,4,1,1,39,8,39.0,8.0,95,823,34,a major defeat for the new world order comments
348,363114,60506,140,3,11,2,0,2,1,1,81,8,81.0,8.0,53,609,30,president trump first lady receive briefing on maria relief effort live stream comments
349,373224,62191,144,3,11,2,0,2,1,1,65,8,65.0,8.0,54,621,30,mccain wrong again jones act suspension won’t help puerto rico comments
350,370470,61732,137,3,11,2,5,7,1,1,73,8,73.0,8.0,53,629,33,your everyday talks are intended to enable you to get to know one another comments
351,301262,60237,140,3,11,6,0,6,1,1,92,8,92.0,8.0,56,648,32,930 trspnc era 3000 for roberto 79 clincher hbd bryan cover boy scoops game stories comments
352,257192,51423,138,3,11,2,0,2,1,1,70,8,70.0,8.0,54,603,30,republican wants women to be ‘traditional homemakers and family wives’ comments
353,275772,55139,144,3,11,2,0,2,1,1,59,8,59.0,8.0,54,628,33,louisville’s first move should be to let go of rick pitino comments
354,397758,66280,137,3,11,2,0,2,1,1,97,8,97.0,8.0,54,637,32,10 important stories from 092917 box scores story’s turn around not buying c anderson more comments
355,497034,82826,170,3,29,7,0,7,1,1,24,8,24.0,8.0,104,844,32,puerto rico hoax video comments
356,405932,81171,220,3,11,2,0,2,1,1,34,8,34.0,8.0,53,769,32,with no carr ravens d could feast comments
